frame	score	edge_energy	row_instability	field_mismatch	label
48	-2.09832060	11.70543385	1.07503474	1.59348381	good
49	-2.09832060	11.70543385	1.07503474	1.59348381	good
50	-2.09832060	11.70543385	1.07503474	1.59348381	good
51	-2.09832060	11.70543385	1.07503474	1.59348381	good
52	-2.09832060	11.70543385	1.07503474	1.59348381	good
53	-2.09832060	11.70543385	1.07503474	1.59348381	good
54	-2.09832060	11.70543385	1.07503474	1.59348381	good
55	-2.09832060	11.70543385	1.07503474	1.59348381	good
56	-2.09832060	11.70543385	1.07503474	1.59348381	good
57	-2.09832060	11.70543385	1.07503474	1.59348381	good
58	-2.09832060	11.70543385	1.07503474	1.59348381	good
59	-2.09832060	11.70543385	1.07503474	1.59348381	good
60	-2.09832060	11.70543385	1.07503474	1.59348381	good
61	-2.09832060	11.70543385	1.07503474	1.59348381	good
62	-2.09832060	11.70543385	1.07503474	1.59348381	good
63	-2.09832060	11.70543385	1.07503474	1.59348381	good
64	-2.09832060	11.70543385	1.07503474	1.59348381	good
65	-2.09832060	11.70543385	1.07503474	1.59348381	good
66	-2.09832060	11.70543385	1.07503474	1.59348381	good
67	-2.09832060	11.70543385	1.07503474	1.59348381	good
68	-2.09832060	11.70543385	1.07503474	1.59348381	good
69	-2.09832060	11.70543385	1.07503474	1.59348381	good
70	-2.09832060	11.70543385	1.07503474	1.59348381	good
71	-2.09832060	11.70543385	1.07503474	1.59348381	good
72	-2.09832060	11.70543385	1.07503474	1.59348381	good
73	-2.09832060	11.70543385	1.07503474	1.59348381	good
74	-2.09832060	11.70543385	1.07503474	1.59348381	good
75	-2.09832060	11.70543385	1.07503474	1.59348381	good
76	-2.09832060	11.70543385	1.07503474	1.59348381	good
77	-2.09832060	11.70543385	1.07503474	1.59348381	good
78	-2.09832060	11.70543385	1.07503474	1.59348381	good
79	-2.09832060	11.70543385	1.07503474	1.59348381	good
80	-2.09832060	11.70543385	1.07503474	1.59348381	good
81	-2.09832060	11.70543385	1.07503474	1.59348381	good
82	-2.09832060	11.70543385	1.07503474	1.59348381	good
83	-2.09832060	11.70543385	1.07503474	1.59348381	good
84	-2.09832060	11.70543385	1.07503474	1.59348381	good
85	-2.09832060	11.70543385	1.07503474	1.59348381	good
86	44.19109802	48.84949112	53.12032700	56.01528931	good
87	36.21676249	28.74114609	44.56040192	50.82137299	good
88	16.22780064	42.69001389	11.93525314	57.17527771	good
89	10.43384500	42.23472977	7.44093323	40.05550385	good
90	5.54896274	42.02585220	5.03204012	19.73487854	good
91	13.02840717	37.28734589	4.58370781	70.44011688	good
92	12.44715169	41.18433762	10.44209671	40.46266937	good
93	2.01101109	40.06252289	2.21635652	10.30555534	good
94	1.37606052	39.02982712	1.77965641	8.61666679	good
95	2.78287353	37.23912048	3.85321546	9.45430565	good
96	1.52252398	39.33328247	1.87131464	9.01641750	good
97	2.47882196	38.11501312	3.05806947	10.52425385	good
98	4.95176636	39.12290573	4.82924509	18.10087395	good
99	1.20349416	35.86258316	1.72756326	9.11759853	good
100	1.18342050	35.72001266	1.69418633	9.19384289	good
101	1.27343112	35.14083099	1.68386936	10.04913807	good
102	1.57146916	36.12182617	1.97296488	10.27447319	good
103	1.45643213	34.78973389	1.98451614	10.07870388	good
104	1.25097458	33.21614838	1.80743730	10.21539974	good
105	1.26085528	32.68343353	1.80499291	10.51639462	good
106	1.00943772	32.41185760	1.58613729	9.98207188	good
107	0.95709214	30.86505699	1.74476314	9.65140057	good
108	0.83836908	30.52357864	1.62899852	9.54299736	good
109	0.91781524	30.86633301	1.66663229	9.73416710	good
110	0.99176938	30.25136566	1.81811893	9.82311916	good
111	0.74653454	28.77097130	1.73367572	9.28092575	good
112	0.82411638	28.90212059	1.62045038	10.18656826	good
113	0.82817921	29.03164673	1.60746336	10.21100712	good
114	0.72554934	28.04930305	1.54076457	10.27203751	good
115	0.79479764	27.69820023	1.71228552	10.13381958	good
116	0.57716397	27.36046028	1.36602032	10.37570572	good
117	0.54391165	27.52433395	1.50479555	9.51298046	good
118	0.62521979	28.11894989	1.48522949	9.84842014	good
119	0.47208832	26.58182335	1.53316545	9.34928226	good
120	0.35514086	26.88609886	1.46537614	8.77250576	good
121	0.39970862	27.18001747	1.58895814	8.40461254	good
122	0.57651426	28.01438713	1.57712507	9.20177650	good
123	0.64671864	26.92584419	1.67687583	9.68860531	good
124	1.27225146	26.88498497	2.59781623	9.74093723	good
125	0.75324100	26.24800110	2.04691219	9.08804989	good
126	0.86525423	28.34678841	1.84935653	9.71865749	good
127	0.62674301	27.44946671	1.51390576	10.02487278	good
128	0.47211698	26.81259346	1.50320125	9.37646961	good
129	0.67132397	27.43833542	1.75899172	9.27653313	good
130	0.57312003	27.47763062	1.55480468	9.50516796	good
131	0.68418192	27.13941002	1.76275790	9.46954250	good
132	0.40827162	27.51874161	1.61452401	8.20497704	good
133	0.41069668	27.56136894	1.81327093	7.36498260	good
134	0.37699812	29.22264099	1.53814936	7.59880781	good
135	0.31245737	28.63112831	1.34818482	8.24916077	good
136	0.49324532	28.39920044	1.57310081	8.53255177	good
137	0.33044107	27.30857849	1.58159912	7.94711208	good
138	0.85942328	27.87132835	2.26938081	8.11792850	good
139	0.31268156	27.60121536	1.75226176	6.99169540	good
140	0.35363801	27.81506920	1.80375779	6.93914366	good
141	0.13150401	29.24876785	1.43502951	6.48629618	good
142	0.06831658	29.21861649	1.39768362	6.26128483	good
143	0.19737200	28.91254044	1.56645799	6.48935747	good
144	0.11256421	28.72344017	1.36769319	6.87708902	good
145	0.69608302	28.64835739	1.89228737	8.35020256	good
146	0.49481131	27.40138054	1.63862765	8.69519138	good
147	0.86903188	27.43054771	2.08919263	9.12612820	good
148	0.81148364	27.57311058	2.18253613	8.31189251	good
149	0.91076831	28.15573692	2.12011981	8.94534683	good
150	0.61192925	28.68443489	1.50576425	9.43584538	good
151	0.65952795	27.95009041	1.59965503	9.65376186	good
152	1.45435589	27.86280441	2.59978294	10.45149899	good
153	0.54540804	27.60769463	1.45770442	9.68480301	good
154	0.71404043	28.36049271	1.65545404	9.58342552	good
155	0.71756058	28.18381882	1.70005810	9.49354744	good
156	0.88271431	29.50966454	1.88613665	9.17332172	good
157	0.76999136	28.85607910	1.64930701	9.74631405	good
158	0.67791264	28.52563667	1.58072662	9.60114574	good
159	0.74329764	29.29597855	1.51956642	9.93662071	good
160	0.60440560	28.41846085	1.52596247	9.41802692	good
161	0.82773531	28.93708420	1.77145684	9.55835056	good
162	0.79560821	29.58082962	1.65654993	9.56462383	good
163	0.82558127	29.65073586	1.57924509	10.04755783	good
164	0.95445578	30.04710960	1.55412042	10.78909683	good
165	1.00651758	30.72731781	1.56792462	10.76432323	good
166	1.09960180	30.18689537	1.77262497	10.71683407	good
167	1.23190121	29.90111923	1.89213932	11.16388893	good
168	1.29915894	29.73797798	2.05696750	10.96063614	good
169	1.16067326	29.75287628	1.73869181	11.42818832	good
170	1.37416576	30.04219627	2.01965594	11.45616341	good
171	0.85072434	30.97738075	1.54286742	9.78794575	good
172	0.62835761	30.74813461	1.37005317	9.22327518	good
173	0.81003188	31.07608414	1.55543983	9.43807888	good
174	0.98562090	30.64873505	1.89280879	9.29942703	good
175	0.75724559	30.80625343	1.57519710	9.14067173	good
176	0.59325132	30.59933662	1.48445249	8.58594322	good
177	0.65254181	30.39251709	1.62897527	8.43712425	good
178	0.32728274	29.94049454	1.38847160	7.60963535	good
179	0.53619946	30.95129395	1.54844570	7.80842018	good
180	0.43164861	29.92348099	1.59954202	7.38098383	good
181	0.64961694	30.16217232	1.82227695	7.70388889	good
182	0.50231955	30.70773125	1.63680410	7.32912636	good
183	0.65548929	30.68692398	1.68484986	8.09379005	good
184	0.55859427	30.40171242	1.53623021	8.23607635	good
185	0.53347028	30.09841919	1.44793844	8.58101845	good
186	0.41134742	29.98188591	1.41287982	8.01487255	good
187	0.34644374	29.11704826	1.39031255	8.07555580	good
188	0.35779726	29.23647881	1.34184349	8.29933453	good
189	0.61053430	29.28887939	1.68217075	8.42461777	good
190	0.64755877	29.45264244	1.66871369	8.64248848	good
191	0.66826803	29.29693031	1.60621369	9.10208893	good
192	0.81935608	30.26665306	1.59644794	9.67153358	good
193	0.91072248	29.82878494	1.77933192	9.66109371	good
194	0.58897355	29.01495934	1.48461759	9.23928261	good
195	0.63528269	28.75676537	1.39154804	10.03175354	good
196	1.02465875	29.92551422	1.82909703	10.12262154	good
197	0.76527919	29.85008621	1.60113966	9.49254036	good
198	1.10686415	28.56419945	2.33975053	9.07156849	good
199	0.39926651	28.42059326	1.52263117	8.14806175	good
200	0.65852595	28.06243706	1.90790725	8.30129051	good
201	0.88423848	29.57688904	1.82432723	9.41422462	good
202	0.96807591	29.44273949	1.45237446	11.56239033	good
203	0.92596379	27.53703117	1.72344017	10.97650433	good
204	0.77823825	27.44062996	1.48759866	11.08699036	good
205	0.71761657	26.45542908	1.48958766	11.12277794	good
206	1.47447231	27.17222023	2.61549783	10.80788803	good
207	0.79645499	26.71093750	1.86058939	9.94395256	good
208	0.82096178	27.96719551	1.61114299	10.60775471	good
209	0.73863775	27.24598694	1.53051805	10.74222183	good
210	0.71815922	27.43531036	1.60546005	10.21723366	good
211	0.60035349	26.29373169	1.69854164	9.57899284	good
212	0.62813619	26.47249413	1.60059762	10.08835602	good
213	0.46325225	25.73155975	1.37805581	10.31247139	good
214	0.57892218	26.54321671	1.36298132	10.75065994	good
215	0.56651367	26.39556122	1.60856259	9.70244789	good
216	0.46394719	26.47219276	1.73650575	8.48928261	good
217	0.19488777	25.61313438	1.71535313	7.26460075	good
218	0.40788236	25.95260429	1.94139695	7.49916077	good
219	0.06645642	25.81245995	1.50711000	7.25248861	good
220	-0.12866433	26.33565903	1.32990348	6.55340862	good
221	0.05413436	26.49752235	1.50719678	6.88068867	good
222	0.20546017	26.77160072	1.52132332	7.64993048	good
223	0.05494828	25.90485191	1.61897171	6.66980314	good
224	-0.19790604	26.32998848	1.44955027	5.61897564	good
225	0.09089807	26.34878159	1.82192671	5.84934044	good
226	-0.11133306	27.27361107	1.29450524	6.40782976	good
227	0.05823776	27.67883110	1.63450742	5.86270237	good
228	-0.08322928	27.01442337	1.42675424	6.13813066	good
229	0.09898571	26.30620384	1.52332127	7.17553234	good
230	0.14075576	26.99271965	1.45389688	7.43412018	good
231	0.05871755	25.97932053	1.48072076	7.24350119	good
232	0.13234381	26.08230591	1.52408969	7.47714710	good
233	0.58149592	27.19782639	1.74771237	8.86552620	good
234	0.31443892	27.53062820	1.41995728	8.43222237	good
235	0.16901774	27.57026672	1.54742789	6.96890068	good
236	0.04330373	27.56189728	1.47318459	6.49880791	good
237	-0.14199439	26.13748550	1.48638678	5.89629650	good
238	-0.06887856	26.16395569	1.42120147	6.61670732	good
239	0.40067044	27.12971878	1.62318778	8.28811359	good
240	0.76843629	25.96415138	2.09407330	9.10648155	good
241	0.15707080	26.00547409	1.41761804	8.11313057	good
242	0.13990871	26.85883904	1.39039052	7.75374985	good
243	0.19574245	26.87375259	1.50618196	7.60901022	good
244	0.06063111	27.21303177	1.42116094	6.97614002	good
245	0.03198128	26.00415421	1.48237062	7.05865717	good
246	-0.01214198	26.67299271	1.29433119	7.28704882	good
247	0.31520576	26.30802727	1.50909007	8.58705425	good
248	0.25057082	26.23864365	1.36181271	8.83272552	good
249	0.23026105	25.69926262	1.73767960	7.35483217	good
250	0.35405063	25.72848129	1.97186255	7.13048601	good
251	0.39029558	26.30741310	1.73013794	8.12623310	good
252	1.13966220	25.60409355	2.74503636	8.84213543	good
253	0.58570198	25.12693787	2.01713085	8.64725685	good
254	0.43999454	26.39950180	1.52237272	9.27233219	good
255	0.31840155	26.14065933	1.47367203	8.82809067	good
256	0.45978052	25.86091805	1.46918344	9.85146999	good
257	0.77838922	25.76376152	1.74238276	10.73567104	good
258	0.28940377	25.43274689	1.26029038	9.84936905	good
259	0.22480350	24.92724800	1.44010115	8.90541077	good
260	0.28982633	25.91061401	1.39278579	9.08879089	good
261	0.28233702	25.41117477	1.51498199	8.74203110	good
262	0.19878369	25.34106827	1.64456058	7.70395231	good
263	0.00379510	25.20855331	1.48917639	7.19556713	good
264	-0.08052187	24.93091202	1.49665129	6.75601864	good
265	0.09540595	25.53817749	1.67573357	6.84140635	good
266	0.06413505	26.90325737	1.46593857	6.94262171	good
267	0.28145758	26.54313087	1.83071780	6.92070007	good
268	0.10061329	26.26745415	1.39672625	7.73540497	good
269	0.33878705	26.10212135	1.82077837	7.51062489	good
270	-0.13167509	25.41267014	1.42893159	6.51420736	good
271	0.05755569	26.07274628	1.47497356	7.22028923	good
272	0.02457306	25.54195595	1.66348898	6.44830418	good
273	-0.01248728	25.29149246	1.68236482	6.24464703	good
274	0.14132013	26.54264450	1.67619157	6.69504642	good
275	-0.19100055	25.31481552	1.51589561	5.81902218	good
276	-0.24032715	25.80991936	1.39862537	5.79153919	good
277	-0.31005733	25.89194107	1.40674675	5.28596067	good
278	-0.05548282	27.17725754	1.54271042	5.75346088	good
279	-0.11622252	27.07299423	1.47715437	5.69438648	good
280	-0.12392235	27.55386353	1.35636473	5.94820023	good
281	-0.06954670	26.86065102	1.46613586	6.12396431	good
282	-0.19328955	25.94245148	1.46581662	5.74587965	good
283	-0.23495249	25.58329582	1.50218022	5.48650455	good
284	-0.27566637	25.92813110	1.37844503	5.60468149	good
285	0.32341922	27.86732292	1.78532517	6.80529499	good
286	1.01265356	29.14830208	2.94202900	5.69537020	good
287	1.44482399	28.65231514	3.27036405	7.22907972	good
288	1.43866093	29.78883743	3.12944841	7.29552078	good
289	0.97662474	30.78923416	2.51900434	6.54612255	good
290	0.73586655	32.14049149	2.22321939	5.70507526	good
291	0.88747161	31.56200790	1.98220193	7.91671276	good
292	0.96637074	30.79430008	2.74215674	5.54020262	good
293	0.85000640	30.73272514	2.10226750	7.53316545	good
294	1.14808771	30.22358131	2.23424649	9.06062508	good
295	1.94353082	28.79680824	3.12888861	10.88193321	good
296	1.47951668	29.61395264	2.57395601	9.96516800	good
297	1.71052527	28.97170639	2.95386791	10.08635426	good
298	1.66609195	29.22132492	2.89885497	9.93281841	good
299	1.44332235	30.20091057	2.27651954	10.73896408	good
300	1.04207187	29.82917786	2.11768150	9.05781269	good
301	0.90577969	30.37954903	2.00443625	8.44569397	good
302	0.88859595	30.32203102	2.07165694	8.07989025	good
303	0.81535521	29.75368690	2.01828766	8.09072304	good
304	0.90674087	29.19639969	2.03073263	8.84936905	good
305	0.74327065	29.38534164	2.14204955	7.27701950	good
306	0.84735191	29.12626648	2.13761306	8.05801487	good
307	0.84599535	29.45594597	2.21485114	7.58265066	good
308	1.21823185	29.73335075	2.39785719	9.02109909	good
309	1.02405278	30.59906006	2.04313970	8.92816544	good
310	1.21106534	30.00442505	2.55396342	8.20249462	good
311	0.55575188	30.05202293	2.20983505	5.53226852	good
312	0.99869882	31.15331650	2.08848572	8.34049225	good
313	1.10022642	30.62613678	2.03918743	9.40961266	good
314	1.32719303	28.99111938	2.52715421	9.47712421	good
315	1.41492302	28.58394432	2.78703284	9.10655689	good
316	0.79309273	29.65908623	2.11097765	7.60184622	good
317	0.59760990	29.66883087	2.01403689	6.78315973	good
318	1.33839065	29.45927048	2.79805160	8.20535851	good
319	1.42394135	27.13099861	2.82910013	9.61015034	good
320	1.40991678	28.04770851	2.54946065	10.30598354	good
321	1.52692235	27.84266472	2.74187827	10.31572342	good
322	0.70796736	28.45646477	1.88509619	8.53726864	good
323	0.93772205	29.39850998	1.92123985	9.41733265	good
324	0.57085532	29.14848328	2.23332763	5.91605902	good
325	1.70319176	27.32745171	3.55482221	8.21662045	good
326	0.54875176	29.66999054	2.01115441	6.48920727	good
327	0.87403619	30.34869766	1.99117351	8.31624985	good
328	0.88371761	30.39033890	1.88758111	8.79509830	good
329	0.53168763	29.76491356	1.78294444	7.30259275	good
330	1.48679369	29.95223427	2.54848647	9.97256947	good
331	1.90969239	28.51250648	3.30561614	10.04831600	good
332	1.20186585	29.75521088	2.37453008	9.00756359	good
333	1.34631459	29.43863678	2.51410913	9.45935726	good
334	0.73333521	29.94638824	2.13922215	6.98570585	good
335	1.25083346	29.96960449	2.99930429	6.59103584	good
336	1.01408934	30.68199921	2.16705537	8.30844879	good
337	0.93252464	30.75946808	2.14277434	7.86723948	good
338	0.44773165	29.79530334	2.14693546	5.23179388	good
339	0.74981869	31.44200897	2.10097694	6.60718727	good
340	0.70093509	30.97355843	1.97021842	7.05329847	good
341	0.35963986	29.21294022	2.09453750	5.15167236	good
342	0.72478794	32.04369736	1.93836689	6.87677670	good
343	1.12394368	30.30207443	2.13567615	9.29092598	good
344	1.12106576	30.01297951	2.06575918	9.69153976	good
345	0.94202732	30.02190399	1.96557367	8.98972225	good
346	0.76530447	29.57211494	1.91514432	8.28998852	good
347	0.90645537	29.88925552	2.45896292	6.74675941	good
348	0.70888319	31.00407028	1.91351473	7.32865763	good
349	0.82824870	31.15025711	1.83682430	8.33534718	good
350	1.03930246	30.33946991	2.03057575	9.18799210	good
351	0.92471975	29.39483261	2.03783679	8.84664345	good
352	1.13215923	29.97957420	2.27647901	8.88802052	good
353	1.45922043	29.86477089	2.48190379	10.11804390	good
354	1.46310548	29.16635132	2.68694949	9.57907963	good
355	1.03095208	29.29225731	2.13323164	9.15349579	good
356	1.76934916	29.51666641	2.84805155	10.66566563	good
357	1.19106171	30.30612564	2.54811764	7.97235537	good
358	0.70581898	29.71334457	2.28199124	6.31259251	good
359	0.58679631	30.59079361	2.25714183	5.29574633	good
360	1.31357190	29.75745392	2.21107888	10.39351273	good
361	1.67280960	29.45825577	2.66742396	10.84749413	good
362	0.84454123	28.33946800	2.41634464	7.20488405	good
363	0.80008864	29.42388344	2.61729908	5.61474514	good
364	0.86097798	30.92057800	2.08532810	7.59239578	good
365	1.29065843	30.95957375	2.44121456	8.76464653	good
366	1.04567997	29.98179436	2.18475437	8.73238468	good
367	1.12344016	30.98322105	1.91783249	9.91234970	good
368	1.33246884	31.53420448	2.37800670	9.04538727	good
369	1.15379150	31.93441772	1.90053332	9.76630783	good
370	2.22466529	29.48080635	3.33337736	11.48540497	good
371	1.29835895	30.37603951	2.27801251	9.75072956	good
372	1.51814412	31.40386772	2.71684337	8.83601856	good
373	1.24140502	30.75537109	2.36024714	8.88524914	good
374	0.92029995	30.79843140	2.11253142	7.90137720	good
375	1.21148034	32.24138260	2.23941636	8.56832790	good
376	1.64069147	31.96269608	2.48104239	10.35525417	good
377	1.64157466	31.54135704	2.49046946	10.50212955	good
378	2.05175043	30.96468163	2.98555994	11.23079872	good
379	1.97316028	30.56054306	2.65689802	12.29676533	good
380	3.93798844	26.79348183	5.14340067	15.73507500	good
381	4.26695054	26.17093468	5.64306068	15.95625019	good
382	4.89043184	23.81823158	6.65303278	16.61424828	good
383	4.31227936	23.82299805	6.14196825	15.14794540	good
384	3.37736034	25.03167915	5.05348444	13.36416626	good
385	3.77003808	26.28944206	5.45807838	13.57619762	good
386	3.35390916	26.19942474	4.99910402	12.94469357	good
387	2.16634171	29.10995865	3.53025389	10.45098972	good
388	1.27868293	30.15054321	2.63627076	8.21607018	good
389	1.27307619	29.94903946	2.58211541	8.49561310	good
390	1.30313465	29.49035263	2.94777012	7.34108210	good
391	1.71201980	29.10852814	3.08901095	9.46787643	good
392	4.75545361	25.09474564	6.71673346	14.95328140	good
393	3.39029489	24.08842278	5.04088640	13.90342045	good
394	3.83459400	27.48103333	5.39129829	13.74914360	good
395	2.23689244	24.01657104	1.87092304	20.06763268	good
396	1.52715358	24.57868576	1.82508695	15.57991886	good
397	0.30454558	23.94470978	2.26896024	6.33635426	good
398	-0.12599767	24.05867386	1.71153712	5.94157410	good
399	-0.24563469	23.74298859	1.63652325	5.64478588	good
400	-0.08000890	24.65141296	1.59776735	6.45356464	good
401	-0.36451453	23.29578400	1.45867550	5.84223938	good
402	0.01169211	24.16975975	1.83429623	6.23815393	good
403	0.03672406	23.83863068	1.85457563	6.45161438	good
404	-0.19142225	23.61397934	1.66978645	5.89924192	good
405	-0.01314516	23.29537392	2.03184915	5.62670135	good
406	0.04342216	24.18880463	1.95469165	5.92149305	good
407	-0.06745613	24.11933517	1.79352510	5.93644667	good
408	0.24682925	24.32099342	2.10431433	6.50693274	good
409	-0.14994503	23.56244278	1.78997362	5.67475128	good
410	0.14174556	23.82092857	2.08117628	6.16196775	good
411	-0.20720004	23.95433998	1.53489017	6.22230339	good
412	-0.00609449	23.42755127	1.93922210	6.00402212	good
413	0.14575658	23.50956535	2.16020942	5.98806715	good
414	0.07670321	23.12990189	2.08260274	6.04607058	good
415	-0.05101330	22.73881721	1.93879914	6.02079296	good
416	-0.19838931	23.38878441	1.64494944	6.05700827	good
417	0.05020209	24.30838776	1.84507644	6.37406254	good
418	0.42971651	24.62378120	2.32941866	6.57289934	good
419	-0.05408834	23.64242744	1.81838310	6.12031269	good
420	-0.24053884	23.20274353	1.57473052	6.16898155	good
421	-0.10764202	23.49381447	1.75175452	6.12975693	good
422	-0.10355082	23.24671364	1.79392242	6.08397007	good
423	0.23226979	23.10788155	2.30319881	6.09970474	good
424	0.28487056	22.88441849	2.40107274	6.11261559	good
425	0.14487265	23.46324158	2.14369082	6.07199669	good
426	-0.25679670	23.48068237	1.73873198	5.25732040	good
427	-0.50427317	22.72353554	1.64955091	4.41028357	good
428	-0.40166299	23.87882805	1.62630546	4.65353584	good
429	-0.11297542	23.41154861	1.80603743	5.90318298	good
430	0.82669920	23.15126801	3.12433338	6.34153938	good
431	-0.40601636	22.59908867	1.72097230	4.77759266	good
432	-0.33039935	23.39778328	1.54939699	5.62979746	good
433	-0.24763499	23.38295937	1.52198458	6.26925325	good
434	0.15411666	23.24353027	2.21187949	5.93710661	good
435	-0.49684885	22.83174133	1.52503765	4.93450212	good
436	-0.19386927	23.54515648	1.72508979	5.68064833	good
437	-0.17519056	23.43251801	1.60211110	6.36369228	good
438	-0.09576002	23.14503479	1.75412011	6.34398127	good
439	-0.33754514	22.90686989	1.73978257	4.99440384	good
440	-0.17364086	22.89768028	1.79863405	5.77571774	good
441	0.36250853	23.39782906	2.27882123	6.89236116	good
442	0.04346874	23.08551598	1.99166965	6.24015617	good
443	-0.41714191	22.71468735	1.55165279	5.37127304	good
444	-0.31813121	23.76730537	1.56849325	5.46734381	good
445	-0.23844037	22.82611656	1.92552221	4.86689234	good
446	-0.32600862	23.38853836	1.73664439	4.87280655	good
447	-0.34684068	23.54132462	1.65261555	5.03067112	good
448	-0.06618027	23.90028954	1.86769581	5.72624445	good
449	-0.49734638	22.76425552	1.50963771	5.02523136	good
450	-0.23383018	23.02701759	1.74515462	5.56886005	good
451	-0.31396282	23.21544075	1.59662759	5.61208344	good
452	-0.03635413	23.23995018	1.97372174	5.75010395	good
453	-0.18682185	23.20965576	1.86548412	5.27774286	good
454	-0.08950766	24.00121880	1.77228630	5.93870354	good
455	-0.17285746	23.69846725	1.66787291	5.98711205	good
456	0.14607030	23.72670746	2.11250305	6.09759855	good
457	-0.01352065	23.25944138	1.89547372	6.21401644	good
458	0.10061319	23.76943207	1.87748778	6.78447914	good
459	0.42545126	22.65292549	2.52381682	6.57454300	good
460	-0.10921366	23.28278351	1.84613478	5.81320620	good
461	-0.29396366	22.69259262	1.69523883	5.54662037	good
462	-0.35304940	22.89783478	1.65084934	5.27577543	good
463	-0.15559631	23.71211243	1.79326403	5.56123829	good
464	-0.35403593	23.10471153	1.61477578	5.33260393	good
465	0.17372635	23.54338837	2.20303893	5.96813679	good
466	-0.23867631	23.32236481	1.65331435	5.79834509	good
467	0.01945091	22.92812157	2.10877347	5.66448498	good
468	-0.03862848	23.39226913	1.92688525	5.86763906	good
469	-0.08928873	22.75341988	1.86894619	6.06924200	good
470	-0.04495687	23.00619698	1.85497320	6.29674196	good
471	-0.28420879	23.03246498	1.54735887	6.08425903	good
472	-0.20660410	23.36350441	1.59294856	6.23544550	good
473	-0.11402639	23.63711166	1.64428771	6.48075247	good
474	-0.42431409	22.28142357	1.43803334	5.99098969	good
475	-0.34398889	22.58990097	1.60471487	5.65901613	good
476	-0.19699466	22.06435966	1.97906792	5.22798014	good
477	-0.57794001	22.63920784	1.52138984	4.52539349	good
478	0.56175586	22.15498543	3.11191726	5.16478014	good
479	0.97214731	21.03990746	3.46651268	6.71771431	good
480	0.68667740	20.64771080	2.96138620	7.22761011	good
481	0.48944710	22.45975685	2.68263483	6.38909721	good
482	-0.46201098	22.60043144	1.48440337	5.42288780	good
483	-0.49618876	21.58727074	1.67943263	4.82326984	good
484	0.10850317	22.37115479	2.29785728	5.66464138	good
485	-0.18846261	21.87458420	1.62410927	6.85748243	good
486	0.13194131	21.55996895	1.83255899	8.11898708	good
487	0.14630106	22.08139420	1.89073300	7.73980331	good
488	1.14045640	21.99315643	3.43148398	7.50832176	good
489	0.10274177	22.50198174	2.04038811	6.65649319	good
490	-0.27239796	22.31307030	1.65339816	6.02075815	good
491	0.01938402	23.32271385	1.99264419	5.98348951	good
