frame	score	edge_energy	row_instability	field_mismatch	label
6565	4.41044312	21.70992470	2.91172266	30.27119827	good
6566	0.74370798	23.58870125	1.93399155	10.64656258	good
6567	5.88452681	22.57386589	3.59612370	36.23812103	good
6568	1.97236903	23.08867264	2.45089316	16.36980820	good
6569	15.41494928	22.90636253	13.51035309	53.95986557	good
6570	15.36690739	22.65199089	13.93581772	51.97721481	good
6571	1.49229674	24.59535027	2.12644362	14.08584499	good
6572	0.69292061	23.96179962	1.84053564	10.56209469	good
6573	1.43721039	23.88993645	2.63447261	11.90529537	good
6574	1.66487776	22.93172455	2.32695723	15.03583908	good
6575	1.83777464	23.27977371	2.85998034	13.72334480	good
6576	0.88220394	24.85562134	2.36099219	9.17049217	good
6577	0.63300801	24.78727150	2.07096982	8.86239624	good
6578	1.34679186	22.96717644	2.52308011	12.20528889	good
6579	1.76301660	22.37560463	2.79975033	13.89787579	good
6580	1.35597487	22.90301132	2.57963681	12.05215836	good
6581	1.71327080	23.53195381	3.06490660	11.97339153	good
6582	0.85990271	23.56444931	1.77266884	12.06300926	good
6583	1.14400638	23.66284943	1.99480748	12.86236095	good
6584	1.44658962	21.67759895	3.21644044	10.46413803	good
6585	1.67880106	21.39805603	3.36217237	11.42303848	good
6586	0.87305183	22.46661949	1.93582726	11.92998219	good
6587	1.43512772	22.02298927	2.56106162	13.00358200	good
6588	0.32508243	22.41237068	2.16088223	7.57831001	good
6589	0.21740271	22.49708366	1.75680792	8.56980896	good
6590	1.81410174	20.83320618	3.53498888	11.78434563	good
6591	1.42471050	20.45233727	2.61813116	13.37302113	good
6592	0.74830283	21.22210312	2.37182522	9.84865761	good
6593	1.13178499	21.49729538	2.09151554	13.30923653	good
6594	1.29052459	23.32709122	3.29023671	8.46850681	good
6595	0.57310167	23.14869499	1.91674471	9.84116364	good
6596	0.76951192	22.26311302	2.19585133	10.27495956	good
6597	1.12480578	22.88627243	1.99098527	13.09204865	good
6598	0.46711740	23.26432037	1.97286606	8.89227962	good
6599	0.49181646	24.54036713	1.87286639	8.91951942	good
6600	1.63658815	22.45755577	3.05527973	11.99596024	good
6601	1.82038219	21.57885361	3.10561085	13.31117439	good
6602	1.95854996	21.58896637	2.96736813	14.75310802	good
6603	0.67983972	25.39369202	1.84337437	9.85305595	good
6604	1.45961215	24.15025139	2.62578583	11.97013283	good
6605	6.88601943	22.70671082	3.92223644	41.07190323	good
6606	7.81648667	24.58163261	5.81037140	38.13582611	good
6607	1.37166919	25.04938126	2.77110314	10.42185783	good
6608	0.11401507	27.84970284	1.57440531	6.39121532	good
6609	1.78702310	24.85617447	2.59739280	13.83420181	good
6610	0.51592003	27.16077042	1.94763112	7.62951374	good
6611	4.11698324	24.53423309	4.37507296	21.06053162	good
6612	6.93241476	28.21627235	5.22285748	33.51828003	good
6613	1.17646093	26.43372726	2.30209064	10.58088589	good
6614	0.11002988	26.98691559	1.65806067	6.38477993	good
6615	0.41547733	26.83082771	1.76679707	7.90447330	good
6616	0.26765256	26.96999741	1.65728092	7.38120937	good
6617	0.44807238	27.78852081	1.55639648	8.58274841	good
6618	0.69618231	26.56592369	1.68411875	10.12214088	good
6619	-0.03076387	26.85083008	1.55427706	5.99962950	good
6620	0.03100203	26.47216225	1.32757509	7.50321770	good
6621	0.53004400	26.94654274	1.55903184	9.44614601	good
6622	-0.05107155	25.78560829	1.82334411	5.19739008	good
6623	0.25219856	25.67362595	1.60479593	8.06258106	good
6624	0.97432607	24.93687248	2.03393912	11.08886528	good
6625	0.60835315	25.32868385	2.03079343	8.64471626	good
6626	0.25110735	26.20890045	1.66181576	7.58566570	good
6627	1.20681131	24.97243690	2.34700489	11.20950222	good
6628	0.88290506	25.38778877	2.27474785	9.30935192	good
6629	0.66742161	26.38186073	2.26073742	7.59342575	good
6630	0.69790558	25.63913155	1.89596379	9.63915539	good
6631	1.09718094	26.08410645	2.14369631	10.90218163	good
6632	0.67835421	25.47109413	1.86392903	9.72395802	good
6633	0.75973999	26.21460724	2.26008153	8.24547482	good
6634	0.31089063	26.41246796	1.69943178	7.71373272	good
6635	1.09731751	25.33682823	2.29467392	10.58842564	good
6636	0.54917909	25.53418732	2.05467701	8.08573532	good
6637	1.41439747	24.46237564	2.71259308	11.18770218	good
6638	0.85456255	24.85047722	2.06976914	10.22604179	good
6639	0.61476751	25.90219116	1.66088164	9.99596024	good
6640	-0.12278822	26.80551529	1.55330563	5.44760990	good
6641	-0.15237912	26.24771690	1.66346562	5.03836823	good
6642	0.01703856	26.60381889	1.49562454	6.65171862	good
6643	0.35626822	26.76049805	2.01317835	6.52694464	good
6644	0.95350846	24.71705055	2.81679106	7.75682878	good
6645	0.29967774	25.72877693	1.90915382	7.05431700	good
6646	0.32576534	24.87302589	1.70720506	8.43552113	good
6647	0.73589240	25.46115685	2.34824538	8.04884243	good
6648	0.67928659	25.58755875	2.39646554	7.43744230	good
6649	0.04868117	26.10024643	1.53130376	6.91578102	good
6650	0.46056178	26.98594856	1.67890012	8.48990726	good
6651	0.49416729	26.23924255	1.71733940	8.85909748	good
6652	0.58731961	25.67416382	1.63455403	10.03311920	good
6653	0.67007800	26.84359741	2.10868120	8.05188656	good
6654	0.35785693	25.99794579	1.95444763	7.11183453	good
6655	0.43825224	27.59168625	1.72731102	7.88625002	good
6656	0.58332431	26.50782204	1.68855858	9.42252350	good
6657	1.00029012	27.49967575	2.55426526	7.95916080	good
6658	0.16034826	27.85148430	1.61066449	6.52757502	good
6659	0.38402776	27.67119789	2.02192068	6.27244234	good
6660	0.00539948	28.21973610	1.48827696	5.91551495	good
6661	0.61351080	28.94252586	2.03099036	7.12331581	good
6662	0.30286598	28.65117836	1.56523991	7.26662016	good
6663	0.47406189	27.86132431	2.03232408	6.71007538	good
6664	0.03847181	27.54992485	1.77366638	5.20851851	good
6665	0.20702724	27.47649384	1.68417954	6.67112255	good
6666	0.10360615	27.54158211	1.78886855	5.55548620	good
6667	0.10596952	27.85891533	1.50809538	6.61613989	good
6668	0.25023488	28.02130699	1.73030341	6.51306152	good
6669	0.65576195	27.42398453	1.85713291	8.77213001	good
6670	0.58239282	27.87627602	1.90585995	7.91371536	good
6671	0.47319232	26.57349014	2.02656865	7.28223944	good
6672	0.32928430	26.80731392	2.14532018	5.78165531	good
6673	0.25824571	28.11122894	1.59948099	7.07537031	good
6674	4.09427997	26.77220535	2.53009462	27.72538185	good
6675	0.32580999	26.86569977	2.03959608	6.17999983	good
6676	0.96648033	25.42475700	2.34351659	9.52664375	good
6677	0.42703649	26.68503761	1.79230464	7.93201399	good
6678	1.28569676	24.60602760	2.77915525	10.04072952	good
6679	-0.08530980	26.06204224	1.58861935	5.85279512	good
6680	-0.16326873	24.93542290	1.51570702	6.15629053	good
6681	1.10307058	25.32907677	2.46792507	9.89824677	good
6682	0.68411565	25.16308975	2.16532445	8.62328148	good
6683	0.26567438	26.12129021	2.23013210	5.32146406	good
6684	0.37943837	26.71995163	1.99329913	6.77299213	good
6685	0.94588667	25.98725319	2.12254405	10.08656788	good
6686	0.78881329	26.56756592	2.22197270	8.43611717	good
6687	0.24988013	26.86315727	2.12724710	5.33711243	good
6688	0.27461526	27.88706589	1.70559311	6.82728004	good
6689	0.75786914	27.45760918	2.07262206	8.48898697	good
6690	0.56242673	27.11843109	2.01408911	7.65876150	good
6691	0.13742562	27.52397919	1.77362835	5.83874989	good
6692	0.00602805	27.90236664	1.51624608	5.93804979	good
6693	0.97636330	26.80048943	2.15286469	9.80008125	good
6694	0.51303432	27.41776276	1.74321520	8.36175346	good
6695	0.63692931	26.28393173	2.53332782	6.29701376	good
6696	0.20849902	28.20546913	1.79666269	5.89347219	good
6697	0.92072524	27.19352150	2.09530282	9.52557278	good
6698	0.17964146	27.18875504	1.84056771	5.96498251	good
6699	0.74678826	26.23265076	2.48493099	7.20995951	good
6700	0.08290222	27.14657784	1.47656274	6.91071749	good
6701	0.52656268	26.56872749	1.75949323	8.74265003	good
6702	0.04035443	26.18584442	1.59566212	6.55593157	good
6703	0.71061610	26.71095848	1.81140983	9.61412621	good
6704	0.08720645	26.18286133	1.77485204	6.09575796	good
6705	-0.10367451	26.65242767	1.61973143	5.35324669	good
6706	0.27400588	27.89651680	1.75635862	6.60565376	good
6707	0.09393624	27.19893837	1.63197899	6.30283546	good
6708	0.06250721	27.98229790	1.68382323	5.55136013	good
6709	0.41238843	27.64032364	1.55463624	8.43064785	good
6710	0.74937408	27.57718658	2.62811732	6.04549789	good
6711	1.27185477	27.40656853	3.35497594	6.32623243	good
6712	0.23390124	27.81096840	1.92432141	5.68434620	good
6713	0.34027201	28.28820610	1.80241549	6.65789366	good
6714	0.14132268	27.03311348	1.53555155	7.07649326	good
6715	0.07226839	27.14045143	1.63807702	6.16676521	good
6716	0.15781954	27.19359016	1.62976968	6.71400452	good
6717	0.45765560	27.68473434	1.64620161	8.30914974	good
6718	0.08607102	27.32807922	1.82768774	5.37409735	good
6719	0.21903523	28.16304016	1.74269843	6.20482635	good
6720	1.90287269	28.54596710	2.91755438	11.62526035	good
6721	0.01209679	27.86193275	1.44182038	6.30675936	good
6722	0.19961407	28.45429611	1.58652556	6.61578703	good
6723	-0.21477050	27.44951057	1.44832408	5.03761005	good
6724	0.21763712	28.71442223	1.55057406	6.76811934	good
6725	0.59487207	27.62150955	1.68026853	9.05111694	good
6726	0.22034849	28.34539986	1.89407015	5.49731493	good
6727	0.34533985	27.76972580	1.79017615	6.96391201	good
6728	0.17373025	28.66579056	1.47466373	6.83402205	good
6729	0.94553474	27.29743004	2.06337285	9.77054405	good
6730	0.36911121	27.60007286	1.80093908	7.14017344	good
6731	0.52081287	27.29590225	2.01999235	7.29736710	good
6732	0.30184481	27.75005150	1.62094033	7.41290522	good
6733	-0.02673593	27.40809059	1.50265014	6.00275469	good
6734	0.38793641	26.64057541	2.24319482	5.80803823	good
6735	0.19392385	27.40122604	1.60015929	6.97528362	good
6736	0.26501682	26.19356537	1.78158748	7.17494202	good
6737	0.60309804	25.77439308	2.60745764	5.99222231	good
6738	-0.07770436	26.33355522	1.71575916	5.24836206	good
6739	0.71319500	26.83598328	1.98676336	8.83818913	good
6740	0.40648211	25.74607849	2.12843299	6.79160881	good
6741	0.19868619	26.31808662	2.13528180	5.21729183	good
6742	-0.11139430	26.23512459	1.51536179	5.92373276	good
6743	0.41577935	26.95700836	1.66473532	8.28188610	good
6744	0.60676322	26.61028671	2.25094533	7.15710640	good
6745	0.70328125	26.50156593	2.78056765	5.57747698	good
6746	0.03229441	27.59076118	1.72070873	5.37531805	good
6747	0.29128001	27.78446388	1.54394591	7.65623283	good
6748	0.12083403	27.35623550	1.55505121	6.72739601	good
6749	0.32001109	27.33568382	2.13963127	5.52057314	good
6750	0.17533134	28.16695976	1.62067640	6.44357634	good
6751	0.30792816	27.28964424	1.95697045	6.23389482	good
6752	0.01627729	27.24833870	1.60540199	5.90778351	good
6753	0.38868564	28.52516747	1.68205476	7.36567688	good
6754	0.29168862	27.57081795	1.64592040	7.32121515	good
6755	0.33635303	27.36709785	1.94922280	6.41102409	good
6756	0.23162240	26.55178833	2.12495351	5.36636591	good
6757	0.61129140	27.55258751	2.16543722	7.14057302	good
6758	0.58067703	25.70560837	2.46341920	6.48803234	good
6759	0.03016463	26.71597862	1.64709210	6.04785299	good
6760	0.13070483	26.85246277	1.58330703	6.88662624	good
6761	0.25147578	26.94451714	2.14003396	5.25829268	good
6762	0.31818200	27.66226768	1.97761250	6.05100107	good
6763	0.08542540	27.47789574	1.58314776	6.33534718	good
6764	-0.06357685	26.82531548	1.76948786	4.89918995	good
6765	0.05329582	27.57304955	1.70079720	5.59812498	good
6766	0.15330009	28.10562515	1.59568250	6.43737268	good
6767	0.11746163	27.32658195	1.73631716	5.95580435	good
6768	-0.04923479	27.28746033	1.71537054	5.01818275	good
6769	0.52073404	28.14074326	2.06686068	6.73651028	good
6770	0.63890296	27.61726570	2.21524024	7.07578135	good
6771	0.74031515	27.27344894	2.37318206	7.19278336	good
6772	0.35266907	27.34489632	2.23919916	5.30163765	good
6773	0.33513110	27.79423332	1.68846226	7.31780672	good
6774	0.50706491	27.23933411	2.07629347	6.99862289	good
6775	0.03725149	27.33745003	1.78470469	5.24570608	good
6776	0.02454483	27.84948730	1.46611285	6.28767920	good
6777	0.21604088	27.63782120	1.60163534	7.00574064	good
6778	-0.02818423	27.03545380	1.40408564	6.56883097	good
6779	0.00039369	27.28011513	1.64863145	5.61276054	good
6780	0.04558654	27.93539619	1.57990050	5.90325832	good
6781	0.67769452	27.19122696	1.84672630	9.05314255	good
6782	0.90409861	27.74657440	2.40485406	7.88053799	good
6783	0.54891149	27.29021454	2.52722406	5.33980322	good
6784	0.01983845	28.55187988	1.56631899	5.53450251	good
6785	0.05562995	28.28746033	1.55151939	5.93429995	good
6786	0.18374286	28.25987816	1.65653849	6.30526018	good
6787	0.17714544	28.12557030	1.46778035	7.11649323	good
6788	0.17058668	28.15039444	1.65272856	6.28605890	good
6789	-0.01348467	27.66654205	1.63700116	5.40888309	good
6790	0.29375814	28.19050598	1.52807939	7.56406832	good
6791	0.59918466	27.76031876	2.02101302	7.58370352	good
6792	0.85685499	27.01783943	2.99109578	5.42973948	good
6793	0.23855135	28.50745010	1.71990216	6.27488995	good
6794	0.34167719	27.72442436	1.73606765	7.18829870	good
6795	-0.01812346	27.41686249	1.57497358	5.74832773	good
6796	0.20229203	27.99458694	1.42184830	7.52346087	good
6797	0.66423009	27.38943863	1.78496003	9.14383125	good
6798	0.80642798	27.19177628	2.79677343	5.85781240	good
6799	0.34019014	28.88533211	1.66240144	6.99034739	good
6800	0.22675651	28.57456017	1.57037783	6.80186939	good
6801	0.26118673	27.63402557	1.70058298	6.87311363	good
6802	0.09919291	27.83284760	1.66462553	5.92586803	good
6803	-0.09155757	27.15889549	1.56160367	5.45616341	good
6804	-0.01482912	27.47031212	1.60385633	5.62435198	good
6805	0.37135016	28.46023178	1.71396708	7.15078115	good
6806	0.29754304	27.77285385	1.64542174	7.27311945	good
6807	0.35408210	27.80850983	1.70873916	7.34482622	good
6808	0.48251163	28.16006851	1.70694149	8.00461769	good
6809	0.26151957	27.92145538	1.63072670	7.04582739	good
6810	0.28561776	27.59507561	1.60223866	7.45674753	good
6811	1.52692748	28.25789642	2.87980485	9.55657959	good
6812	1.20039233	27.07089996	2.58672881	9.25828171	good
6813	0.30798081	27.71572685	1.88642442	6.34818268	good
6814	0.58815469	27.23213577	1.79720473	8.68403912	good
6815	1.49298438	26.42392921	2.58059907	11.39215279	good
6816	1.02340999	27.50058746	2.37028527	8.87804413	good
6817	0.49998445	27.75860596	1.98324060	7.12302065	good
6818	0.41674058	27.48554039	2.00033903	6.64769697	good
6819	0.25557506	28.10832977	1.67797780	6.72939253	good
6820	0.59641950	27.44400787	1.78297985	8.70458889	good
6821	0.75833202	27.53299141	2.35707498	7.26177073	good
6822	0.20875819	27.34584999	2.02212667	5.31512165	good
6823	1.00960798	27.28893852	2.41389441	8.69903946	good
6824	0.77061635	27.07981491	2.06599426	8.75895786	good
6825	0.27625855	28.04800034	1.84508252	6.18107080	good
6826	0.23116281	27.57889175	1.64776742	6.93140030	good
6827	0.61382892	27.44728088	1.89923441	8.32256985	good
6828	1.23336476	27.53767967	3.12916398	6.97995949	good
6829	0.07275489	27.28324127	1.46412361	6.84090281	good
6830	0.41689309	27.83702850	1.75811279	7.51754045	good
6831	0.44591599	27.68939590	1.71616197	7.93914366	good
6832	0.58164542	27.17439461	1.98927486	7.85940409	good
6833	0.39696141	27.20907211	1.94539559	6.87412596	good
6834	0.02600918	26.50120163	1.83674610	5.31559038	good
6835	0.16357122	26.93817139	2.00602841	5.27545118	good
6836	0.25817620	27.69476318	1.61715376	7.17947340	good
6837	0.26419425	27.95603561	1.59769750	7.18677092	good
6838	0.07218338	27.21973991	1.56811070	6.42676497	good
6839	0.54974512	27.20077896	1.81533289	8.38094330	good
6840	0.30713059	27.09865761	1.82802463	6.85391188	good
6841	0.08825088	26.93268585	1.70010710	6.09482050	good
6842	0.52945460	27.49660301	2.25891280	6.25917816	good
6843	0.12828952	27.47678566	1.92597139	5.16042805	good
6844	-0.06803632	28.05425072	1.61605501	4.98928261	good
6845	0.29250352	28.69963264	1.80904973	6.15439796	good
6846	-0.02323362	26.98599243	1.74387038	5.19034719	good
6847	0.10683824	28.12941170	1.72000134	5.61309052	good
6848	0.09814322	27.13438988	1.49243772	6.94443846	good
6849	0.36936114	27.19474030	1.96859479	6.60997105	good
6850	0.67896688	27.33064842	2.65268469	5.60761595	good
6851	0.23636328	27.26475906	2.02320528	5.51808453	good
6852	0.41754854	28.06127357	1.79982305	7.24965858	good
6853	0.47261520	27.62143135	2.07123947	6.64024878	good
6854	0.13753375	27.60890388	1.87102771	5.39282417	good
6855	0.26154857	27.85640335	1.67257893	6.89773750	good
6856	0.44877037	27.63437462	2.36321068	5.25616884	good
6857	0.34426939	27.87765312	1.67407203	7.39971066	good
6858	0.71843283	27.51479530	1.87723267	9.04046249	good
6859	0.50895746	28.07787895	2.10981798	6.50898743	good
6860	0.40394078	27.21365166	2.25571489	5.60917807	good
6861	0.26718795	27.65689468	1.98649418	5.69696188	good
6862	0.08459082	27.68044472	1.62727904	6.05727434	good
6863	0.64734450	27.54508400	1.86970270	8.61452007	good
6864	1.13793135	26.60100937	2.75868678	8.34546852	good
6865	0.14595707	27.15377808	1.90817106	5.48467588	good
6866	0.18017224	27.35690308	1.86138093	5.80841446	good
6867	0.25278118	27.98348999	1.64754152	6.89371538	good
6868	0.45746058	28.10394478	1.78231573	7.55467606	good
6869	-0.05184988	27.21466637	1.57609022	5.61956024	good
6870	0.24920596	28.15122032	1.69278908	6.60876179	good
6871	0.32417484	28.13114357	1.60730386	7.44623852	good
6872	0.14180113	27.65876961	1.87311494	5.38929987	good
6873	0.29656406	27.97958374	1.77137280	6.64783573	good
6874	0.64335567	27.24829483	1.92366362	8.48989010	good
6875	0.88964137	27.48571777	2.48221755	7.57645273	good
6876	0.23822409	27.39975739	1.76537931	6.55732059	good
6877	-0.01704873	27.44201469	1.68182862	5.29431725	good
6878	0.37841557	27.79834747	1.84063733	6.94601870	good
6879	0.23155217	28.47501373	1.59626806	6.76562500	good
6880	0.48193559	27.39705086	1.66760325	8.49451351	good
6881	0.91823164	26.98389435	2.40053058	8.31485558	good
6882	0.17286739	27.16613960	1.64937127	6.73738432	good
6883	0.14752225	26.65216637	1.76059210	6.33140039	good
6884	0.48474710	27.57110786	1.85008407	7.66895247	good
6885	0.67997712	27.88469124	1.88150966	8.62298584	good
6886	-0.01936350	26.19217682	1.63788259	6.00192118	good
6887	0.34150431	27.25675583	1.82238746	7.02471066	good
6888	0.47137088	27.66417885	1.70569479	8.15326405	good
6889	0.31122283	27.44485283	1.80981219	6.80743647	good
6890	0.70352028	26.84818840	2.64967799	5.98115730	good
6891	0.38322511	28.16101646	2.03239679	6.01284122	good
6892	0.15151121	27.72189903	1.52924204	6.87082195	good
6893	0.09511795	26.90125656	1.64271045	6.39295149	good
6894	-0.05355826	27.04244995	1.50128436	5.99785280	good
6895	-0.00452446	27.14028931	1.46742940	6.40505219	good
6896	0.29721161	27.30445862	2.16065907	5.30284739	good
6897	-0.00526756	27.61073494	1.63445830	5.49496508	good
6898	0.14786152	27.56463814	1.52511621	6.93294001	good
6899	0.71265495	27.29456329	1.94380355	8.81865120	good
6900	0.12239893	27.19802666	1.69864023	6.20056725	good
6901	0.25770078	26.89391518	2.15914249	5.23851252	good
6902	0.68208055	27.55116081	2.64969563	5.54492474	good
6903	0.14426194	28.26262474	1.59394288	6.32070589	good
6904	0.38203880	28.16246796	1.65989625	7.57325220	good
6905	0.26927901	27.71977997	1.96051371	5.79241323	good
6906	0.46806011	27.33109093	2.41323638	5.29649878	good
6907	0.16607466	28.22684860	1.80245864	5.59453106	good
6908	0.47015464	28.54379082	2.08874106	6.15483809	good
6909	0.09951686	28.11748505	1.64123428	5.90407991	good
6910	-0.03519306	27.83293724	1.73190379	4.80200815	good
6911	0.12362125	28.65479660	1.55385935	6.19186926	good
6912	0.46694776	27.58603859	2.31553864	5.59136009	good
6913	0.68365717	27.87613106	2.42996693	6.34034157	good
6914	0.18994593	28.58390427	1.49671459	6.87778378	good
6915	0.34391528	27.85695839	1.98299706	6.10562515	good
6916	0.46221697	27.66082954	2.29092693	5.63326406	good
6917	0.62966140	27.90242386	2.19902873	6.96370935	good
6918	0.37410996	28.23193359	1.66287673	7.48126173	good
6919	0.76928353	27.78591919	2.16125607	8.04610538	good
6920	0.47290063	28.15975380	2.33426666	5.30321741	good
6921	-0.01115143	27.93702888	1.68904257	5.08812523	good
6922	0.50816629	28.59414101	2.19668555	5.91644096	good
6923	0.63266125	29.05214691	1.98368442	7.39517927	good
6924	0.39271838	28.72023392	1.57661510	7.75104761	good
6925	0.41510234	27.98888397	1.70329952	7.67188644	good
6926	0.19361702	28.12283516	1.70040023	6.24122095	good
6927	0.46060529	27.62120438	1.86374378	7.43891191	good
6928	0.52568165	28.55079842	2.12539148	6.34480906	good
6929	0.57455802	28.54805565	1.53130078	9.15317726	good
6930	1.00906288	27.61847496	2.45778251	8.36923599	good
6931	0.50438487	28.11668205	1.75108719	7.97418976	good
6932	0.07210952	27.49845695	1.63528192	6.02370930	good
6933	0.56524076	28.60030937	1.99168980	7.13392925	good
6934	0.97199354	27.48899269	2.14555788	9.50767326	good
6935	0.89055780	27.03066635	2.19183183	9.00041676	good
6936	0.57433167	27.25281906	2.45516992	5.81825829	good
6937	0.30489688	27.92715263	1.82379389	6.50175905	good
6938	0.49791799	27.60907745	1.96880960	7.23510981	good
6939	0.60401354	28.23215485	1.65102363	8.96904469	good
6940	0.09310008	28.11346626	1.51017773	6.41750002	good
6941	0.26589000	28.39763832	1.56931984	7.12711239	good
6942	0.36358504	28.31616402	1.63452780	7.49860525	good
6943	0.69816074	27.68558693	2.03113508	8.19225693	good
6944	0.45241439	28.01263237	1.59267271	8.36086273	good
6945	0.35314810	27.35556984	2.16649818	5.60616302	good
6946	0.18856423	28.39916992	1.96212602	4.98885393	good
6947	0.27875972	28.17301178	1.57715428	7.27114010	good
6948	0.32917118	27.98876381	1.66496491	7.29587984	good
6949	0.01817255	27.87045670	1.70410264	5.23673010	good
6950	-0.05670776	27.45354080	1.47268915	5.92191553	good
6951	-0.04469953	27.89950562	1.48488760	5.75403357	good
6952	0.43263646	28.33892059	1.96416163	6.53276062	good
6953	0.26345735	28.64292908	1.73182249	6.32226276	good
6954	0.40292935	28.56653976	1.66555619	7.50645828	good
6955	1.20548578	27.72805786	2.70997477	8.48882484	good
6956	0.32991771	27.56443214	2.05015349	5.86100101	good
6957	0.74955789	28.31079483	2.04258013	8.19689274	good
6958	0.34728812	27.66990471	1.67761254	7.49295139	good
6959	0.44164409	28.07370377	1.77581191	7.49612856	good
6960	1.31490778	27.66101265	2.47113800	10.20767975	good
6961	2.08922204	26.75471115	3.23475742	12.22487831	good
6962	0.70703318	27.99084854	1.89930689	8.67166042	good
6963	0.28736594	28.14572906	1.47117257	7.78293991	good
6964	1.31586607	27.14570236	2.46672440	10.45368099	good
6965	1.73774249	26.43755531	2.92265439	11.47691536	good
6966	0.76609678	27.55271721	2.11000085	8.34219360	good
6967	0.49439173	27.96259499	2.00719643	6.89951944	good
6968	0.35867474	28.26340866	1.62189162	7.54376745	good
6969	-0.09376166	27.87062454	1.55156600	5.17881966	good
6970	0.10746647	27.87730598	1.55525410	6.41903353	good
6971	1.01957181	26.80660057	2.28569341	9.50841999	good
6972	0.88357578	25.71027184	2.42911768	8.52498817	good
6973	0.71686649	26.79937553	2.31618547	7.48981476	good
6974	0.14833742	26.11631393	1.51180112	7.61431122	good
6975	0.48257995	27.20039558	1.92392099	7.50379038	good
6976	0.40534262	27.38594627	1.84964907	7.25369787	good
6977	0.82139992	27.93644142	2.07444310	8.67293358	good
6978	0.65825192	27.54753113	1.93142831	8.42178822	good
6979	0.25294293	27.30034637	1.60498416	7.36745930	good
6980	0.25572133	27.75223732	1.49042273	7.67303801	good
6981	0.88222410	27.30209541	1.98606753	9.69805527	good
6982	0.85454176	27.91950226	2.36668944	7.65696764	good
6983	0.31416827	27.64224625	1.85207605	6.56308460	good
6984	0.82249671	28.42085648	2.19777894	7.95232630	good
6985	0.75566567	27.18011856	1.66145039	10.32572365	good
6986	0.60251848	28.04638290	1.79720783	8.42399311	good
6987	0.61773133	27.94340324	1.78204346	8.62724495	good
6988	0.62898876	26.85700035	1.92738950	8.55247688	good
6989	0.91683181	27.91273689	2.59813571	7.07494783	good
6990	0.27899210	27.34048843	2.05378079	5.62343168	good
6991	0.52706224	28.16085052	1.93513405	7.32210064	good
6992	0.34699512	26.48014832	1.67064464	8.03168392	good
6993	0.21674723	26.89205170	1.83571398	6.34499407	good
6994	0.46760122	26.17818069	2.47368360	5.53450251	good
6995	0.41425393	27.34240150	1.83856130	7.37483215	good
6996	0.52917546	26.20112801	1.71950006	9.08534145	good
6997	0.21985376	27.10839081	1.73018980	6.71578693	good
6998	0.49433743	26.91036987	2.40893912	5.65972805	good
6999	0.50611552	28.30244827	1.83038735	7.57129049	good
7000	0.28786490	28.12883377	1.50693262	7.64274883	good
7001	0.42384262	27.86077881	1.97909689	6.62032413	good
7002	0.49854836	28.52422523	1.86229718	7.29430532	good
7003	0.65653165	27.80613518	1.84069526	8.68195057	good
7004	0.41677797	28.24644661	2.03331327	6.18213558	good
7005	0.36179532	27.40651703	2.22366071	5.39766788	good
7006	0.16242131	28.29738808	1.56223905	6.55284166	good
7007	0.47989637	27.79017067	1.87664664	7.43263912	good
7008	0.34332480	27.76095581	1.86577916	6.63674212	good
7009	0.69345827	28.34075546	1.69944036	9.27796268	good
7010	0.70567770	27.57131004	2.05117989	8.20397568	good
7011	0.33815893	27.85386848	1.86799455	6.55517960	good
7012	0.08328299	28.05690956	1.76014280	5.32789373	good
7013	0.39433869	28.52100372	1.70404780	7.31021976	good
7014	0.50540663	28.03535080	1.91485202	7.32597780	good
7015	0.10467716	26.96579361	1.61524284	6.54066563	good
7016	-0.04944441	26.24100113	1.53205442	6.23839712	good
7017	0.10858685	26.84055519	1.70161200	6.25526619	good
7018	0.09936632	27.00046349	1.53823936	6.81678247	good
7019	0.48285260	27.15719032	2.10052466	6.78045130	good
7020	0.34857541	27.18579865	2.18104529	5.58925915	good
7021	0.18906803	28.39008331	1.79146361	5.71450233	good
7022	0.51103936	27.56435966	1.70748365	8.43673611	good
7023	0.49130059	27.69395256	1.81409800	7.80868053	good
7024	0.71581573	27.08435822	2.66881537	5.87600136	good
7025	0.21386060	28.49191475	1.76232910	5.94848967	good
7026	0.60071148	28.13578987	1.95739961	7.69976854	good
7027	0.14612043	27.30508995	1.60782838	6.68530655	good
7028	0.19062409	27.59129715	1.53245771	7.15803814	good
7029	0.02617882	27.58268166	1.53973830	6.10253477	good
7030	0.09547296	27.51785278	1.53532243	6.58239603	good
7031	0.09805343	27.71224213	1.59217083	6.27564240	good
7032	0.18055931	27.72144318	1.70784342	6.30068302	good
7033	0.18298576	28.59974480	1.68914115	6.01721048	good
7034	0.49579576	28.94788742	1.92965055	6.81144667	good
7035	0.30536600	28.49374390	1.57355297	7.31490183	good
7036	0.16949051	27.80703163	1.57526362	6.75291681	good
7037	0.55868203	28.36978912	2.30289030	5.88161469	good
7038	0.58241146	27.20112801	2.39477468	6.14530659	good
7039	0.26529081	28.92240524	1.83823955	5.76556158	good
7040	0.41800024	28.17109299	1.55104685	8.25279522	good
7041	1.12236847	28.40516472	2.08494282	10.30977440	good
7042	0.97856813	27.63968658	2.01203370	10.04626179	good
7043	0.05345456	28.05458260	1.63565302	5.66650486	good
7044	0.40354530	28.58435822	1.99623907	6.11027765	good
