chapter	local_frame	score	bad_frame	manual_override
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	258	0.30754235	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	259	0.32740824	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	260	0.29555611	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	261	0.12720439	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	262	0.19637050	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	263	0.13127883	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	264	0.06089257	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	265	0.02161585	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	266	0.10581471	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	267	0.06638931	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	268	0.15251410	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	269	0.09619777	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	270	0.03624999	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	271	-0.01666489	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	272	-0.01150520	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	273	-0.16701190	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	274	-0.23670405	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	275	-0.35999213	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	276	-0.33046694	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	277	-0.33677159	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	278	-0.36795529	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	279	-0.45068165	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	280	-0.42254646	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	281	-0.39803783	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	282	-0.27061364	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	283	-0.46758459	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	284	-0.43281395	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	285	-0.41104700	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	286	-0.17541859	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	287	-0.28386100	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	288	-0.00276565	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	289	-0.14786926	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	290	-0.11724582	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	291	1.68622621	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	292	0.50751563	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	293	2.39743436	1	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	294	2.95505495	1	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	295	0.98349796	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	296	0.71384429	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	297	0.95666399	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	298	0.94161787	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	299	0.90078528	0	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	300	0.56801171	1	1
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	301	16.72851459	1	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	302	7.52812574	1	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	303	4.05067167	1	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	304	15.69116627	1	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	305	9.37117589	1	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	306	2.82539626	1	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	307	7.77157452	1	0
1995 - Jim & Linda Wedding - 12 Reception Ring Close-Ups (March 18, 1995)	308	8.30677965	1	0
